company,job_title,location,posted_date,stipend
SANVER INDIA PRIVATE LIMITED,Customer Sales Executive,Mumbai,,"₹ 3,00,000 - 5,00,000"
Contour Education,Content Developer (Physics),Work from home,Few hours ago,"₹ 5,00,000"
Teach Maven,Inside Sales Specialist,Bangalore,,"₹ 4,00,000 - 7,00,000"
Pereyan LLP,Junior Video Editor,Bangalore,,"₹ 2,00,000 - 3,50,000"
Softcell Technologies Limited,Desktop Support Engineer,Navi Mumbai,,"₹ 2,00,000"
Discovery Resort Marketing,Content Writer,Work from home,Few hours ago,"₹ 2,60,000 - 3,60,000"
WeMakeScholars,Banking Sales Officer,Guntur,,"₹ 4,00,000 - 4,30,000"
Tasneem Chudawala,Sales Executive (Female Candidates Only),Bangalore,,"₹ 2,00,000 - 4,00,000"
"Granville Tech Company Ltd. (Kampala, Uganda)",Field Expert In Product Piloting ( 10+ Years Of Experience ),Work from home,Few hours ago,"$ 24,000"
SR Edu Technologies,Flutter Developer,Hyderabad,2 days ago,"₹ 3,00,000 - 4,00,000"
Wrexa Technologies LLC,Ab Initio Developer,Work from home,Few hours ago,"₹ 9,00,000"
WeMakeScholars,Sales Officer,Surat,2 days ago,"₹ 4,00,000 - 4,30,000"
WeMakeScholars,Junior Financial Officer,Chandigarh,2 days ago,"₹ 4,00,000 - 4,30,000"
Technoculture Research,ERPNext Developer,Bangalore,2 days ago,"₹ 3,00,000 - 5,00,000"
WeMakeScholars,Sales Associate,Bhubaneswar,,"₹ 4,06,000 - 4,30,000"
SuperHuman Race Private Limited,Senior PHP Developer,Delhi,,"₹ 3,60,000 - 5,40,000"
Ameego Labs Private Limited,Field Sales Executive,Ghazipur,,"₹ 3,00,000 - 8,00,000"
LLEWS - Solar Powered Solutions,Field Sales Executive,Aurangabad,,"₹ 2,00,000 - 2,50,000"
Kheoni Ventures Private Limited,Store Sales Assistant,Rishikesh,,"₹ 2,00,000 - 3,00,000"
Exquisite Employee Manifest,Executive Assistant,Panchkula,,"₹ 2,00,000 - 3,00,000"
Medorance Marketing,Sales Co-ordinator,Vapi,,"₹ 2,00,000 - 2,50,000"
Kbizsoft Solutions Private Limited,Business Development Executive,Ambala,,"₹ 2,00,000 - 3,00,000"
S & Y Builders & Developers,Field Sales Executive,Assam,,"₹ 2,00,000 - 2,50,000"
Eduminatti,Event Management Associate,Dehradun,,"₹ 2,00,000 - 3,00,000"
Namakwali,Retail Store Manager,Dehradun,,"₹ 2,00,000"
Brevistay Hospitality Private Limited,Business Development Executive,Thiruvananthapuram,,"₹ 3,00,000 - 5,00,000"
SVGH HEALTH CARE PVT LTD,Field Sales Specialist,Indore,,"₹ 2,00,000 - 3,20,000"
Jupeak Solutions,Field Sales Executive,Chhapra,,"₹ 2,00,000"
Technoculture Research,Microbiologist,Varanasi,,"₹ 2,50,000 - 4,00,000"
Zigsaw Consultancy,Business Development Executive,Surat,,"₹ 2,40,000 - 3,60,000"
The Future University,Performance Marketing Manager,Mohali,,"₹ 3,00,000 - 7,00,000"
HD Design Studio,Administration Manager,Mumbai,,"₹ 2,00,000 - 2,25,000"
Max Fitness Private Limited,Senior Telecaller,Chandigarh,,"₹ 2,00,000 - 3,00,000"
Scalar Tech Media Private Limited,Senior Photographer,Mumbai,,"₹ 2,00,000 - 3,60,000"
Exquisite Employee Manifest,Client Service Executive,Panchkula,,"₹ 2,00,000 - 3,00,000"
QuadB Tech,Partnership Manager,Ludhiana,,"₹ 2,00,000 - 3,00,000"
PROVEN PATH CONSULTANCY,Corporate Sales Associate,Gurgaon,,"₹ 2,00,000 - 5,00,000"
Kbizsoft Solutions Private Limited,Junior Social Media Marketing Executive,Zirakpur,,"₹ 2,00,000 - 2,10,000"
Kbizsoft Solutions Private Limited,Social Media Marketing Specialist,Ambala,,"₹ 2,00,000 - 3,00,000"
Adisri Publications Private Limited,Field Sales Executive,Faridabad,,"₹ 2,00,000 - 2,40,000"
PROVEN PATH CONSULTANCY,Corporate Sales Associate,Gurgaon,,"₹ 2,00,000 - 5,00,000"
Careers360,Business Development Associate,Kota,,"₹ 2,16,000 - 4,00,000"
Sparix G,Business Development Manager,Noida,,"₹ 2,00,000 - 7,00,000"
Durga Glass Agencies Private Limited,Corporate Sales Executive,Jaipur,,"₹ 3,00,000 - 3,50,000"
Mr n Mrs Pet,Client Acquisition Specialist,Jaipur,,"₹ 2,00,000 - 3,00,000"
Mr n Mrs Pet,Corporate Sales Executive,Jaipur,,"₹ 2,00,000 - 3,00,000"
The Skillians,Business Development Specialist,Delhi,,"₹ 2,50,000 - 3,00,000"
Mr n Mrs Pet,Corporate Sales Associate,Jaipur,,"₹ 2,00,000 - 2,50,000"
Zigsaw Consultancy,E-commerce Executive,Udaipur,,"₹ 2,40,000"
Mr n Mrs Pet,Brand Marketing Specialist,Jaipur,,"₹ 2,00,000 - 3,00,000"
Mr n Mrs Pet,Inside Sales Specialist,Jaipur,,"₹ 2,00,000 - 3,00,000"
Nurture Xcel,Business Research Associate,Mumbai,,"₹ 3,40,000 - 3,60,000"
Born High Digital,Business Development Executive,Gurgaon,,"₹ 3,00,000 - 4,00,000"
CUBICALSEO,Junior Search Engine Optimization (SEO) Executive,Jaipur,,"₹ 2,00,000 - 2,20,000"
Mr n Mrs Pet,Vendor Management Executive,Jaipur,,"₹ 2,00,000 - 2,50,000"
Mr n Mrs Pet,SEO Specialist,Jaipur,,"₹ 2,00,000 - 2,50,000"
Mr n Mrs Pet,Social Media Executive,Jaipur,,"₹ 2,00,000 - 3,00,000"
CUBICALSEO,Associate Content Writer,Jaipur,,"₹ 2,00,000 - 2,40,000"
Karban Envirotech Private Limited,Corporate Sales Executive,Jaipur,,"₹ 3,00,000 - 4,20,000"
Kheoni Ventures Private Limited,Retail Sales Assistant,Rishikesh,,"₹ 2,00,000 - 3,00,000"
Mr n Mrs Pet,Sales Executive,Jaipur,,"₹ 2,00,000 - 3,00,000"
ZOOT DIGITAL SEO,Digital Marketing Specialist,Vashi,,"₹ 2,00,000 - 7,00,000"
Analystt.ai,Email Marketing Executive,Mumbai,,"₹ 2,00,000 - 2,40,000"
Mr n Mrs Pet,Transport Compliance Executive – Cargo & Airline,Jaipur,,"₹ 2,00,000 - 2,50,000"
Mikky Publication Services Private Limited,Client Relationship Executive - Editorial Assistant,Panchkula,,"₹ 2,50,000 - 2,76,000"
Simple Sourcing,Supply Chain Manager (SCM),Mumbai,,"₹ 3,00,000 - 5,00,000"
Mr n Mrs Pet,Content Writer,Jaipur,,"₹ 2,00,000 - 3,00,000"
Fretus Folks India Private Limited,Sales Executive,Bangalore,,"₹ 2,00,000 - 3,50,000"
Jasmeetha Nergi,Corporate Sales Specialist,Bangalore,,"₹ 2,00,000 - 2,50,000"
Moneybee Securities Pvt Ltd.,Marketing Executive,Mumbai,,"₹ 2,40,000 - 3,60,000"
Gurucool,Junior Search Engine Optimization (SEO) Associate,Jaipur,,"₹ 2,00,000 - 3,00,000"
Sharedpro,Client Success Executive,Vadodara,,"₹ 2,50,000 - 3,50,000"
CATKing Educare,Center Manager,Mumbai,,"₹ 3,40,000 - 3,60,000"
Wehire Talent Solutions,Customer Service Associate,Mumbai,,"₹ 2,00,000 - 5,52,000"
PROVEN PATH CONSULTANCY,Business Development Associate,Gurgaon,,"₹ 2,00,000 - 4,00,000"
PROVEN PATH CONSULTANCY,Business Development Manager,Gurgaon,,"₹ 2,00,000 - 4,00,000"
Crossing Hurdles,Founders Associate,Gurgaon,,"₹ 2,40,000 - 3,00,000"
KD Campus,Associate Video Editor,Delhi,,"₹ 2,00,000 - 2,50,000"
Faclon,Lead Generation Associate,Mumbai,,"₹ 3,00,000 - 5,00,000"
Trakaff,Business Development Executive,Delhi,,"₹ 2,00,000 - 4,00,000"
Technoculture Research,Mechanical Engineer,Bodhgaya,,"₹ 2,00,000 - 5,00,000"
Stratify Consultants,Business Development Associate,Badlapur,,"₹ 2,00,000 - 20,00,001"
Wehire Talent Solutions,Customer Service Associate,Thane,,"₹ 2,00,000 - 5,00,000"
Scalar Tech Media Private Limited,Corporate Sales Manager,Mumbai,,"₹ 2,00,000 - 2,50,000"
Biz Connect Private Limited,Management Trainee,Bangalore,,"₹ 2,00,000"
Mikky Publication Services Private Limited,Digital Marketing Executive,Panchkula,,"₹ 2,40,000 - 3,40,000"
The Skillians,Business Development Specialist,Gurgaon,,"₹ 2,50,000 - 3,00,000"
Stratify Consultants,Behavioural Therapist-1,Dombivli,,"₹ 2,00,000 - 2,50,000"
Upstep Academy,Business Development Executive,Mumbai,,"₹ 3,00,000 - 4,00,000"
Work Square,Business Development Executive,Noida,,"₹ 2,40,000 - 4,00,000"
Saffron4health,Client Acquisition Associate,Mumbai,,"₹ 2,00,000 - 3,00,000"
Rudralife,Junior Marketing Executive,Mumbai,,"₹ 4,00,000"
A&G Realtors & Solicitors,Digital Marketing Executive,Noida,,"₹ 2,00,000 - 3,00,000"
Pentableu,Client Service Executive,Mumbai,,"₹ 2,00,000 - 2,50,000"
Zedex Info Private Limited,Field Sales Executive,Mumbai,,"₹ 2,00,000"
Intugine Technologies Private Limited,Sales Development Representative,Bangalore,,"₹ 3,50,000 - 7,00,000"
Perky,Customer Acquisition Specialist,Panaji,,"₹ 2,00,000 - 3,60,000"
Stratify Consultants,Psychologist,Solapur,,"₹ 2,00,000 - 2,00,001"
Blue Rose Publishers,Customer Acquisition Executive,Noida,,"₹ 3,25,000 - 5,00,000"
Wehire Talent Solutions,Customer Support (Voice) Associate,Navi Mumbai,,"₹ 2,00,000 - 2,50,000"
Samarik Digital (Samarik Tech India Private Limited),Junior Social Media Marketing Executive,Mumbai,,"₹ 2,40,000 - 3,00,000"
Hiring Squad,Junior Project Manager,Mumbai,,"₹ 2,00,000 - 4,00,000"
Diversified Network And Infra Solutions Private Limited,Telecaller,Delhi,,"₹ 2,50,000 - 3,00,000"
CyberFrat,Campus/Academic Coordinator,Bhubaneswar,,"₹ 2,00,000 - 2,50,000"
Sploot Private Limited,Business Development Associate,Gurgaon,,"₹ 5,00,000 - 7,00,000"
UFaber Edutech,Digital Marketing Executive,Mumbai,,"₹ 2,00,000 - 2,40,000"
Oytra,Telecaller,Mumbai,,"₹ 2,00,000 - 3,00,000"
Gharpayy,Revenue Optimization Specialist,Koramangala,,"₹ 2,40,000 - 3,60,000"
UniAcco,Supply Executive,Mumbai,,"₹ 2,40,000 - 3,00,000"
Saffron4health,Telecaller,Mumbai,,"₹ 2,00,000 - 3,00,000"
Blue Rose Publishers,Client Relationship Manager,Noida,,"₹ 3,25,000 - 4,00,000"
Candies Studio,Junior Search Engine Optimization (SEO) Associate,Thane,,"₹ 2,00,000 - 2,40,000"
Gharpayy,Sales Coordinator,Koramangala,,"₹ 2,40,000 - 3,60,000"
Ghumo Phiro,Travel Consultant,Gurgaon,,"₹ 2,40,000 - 3,60,000"
Bhanzu (Formerly Exploring Infinities),Sales Associate,Bangalore,,"₹ 3,00,000 - 3,50,000"
Manritoverseas,Female Telecaller/Counselor,Delhi,,"₹ 2,40,000 - 3,60,000"
Gigde Global Solutions Private Limited,Associate Content Writer,Ghaziabad,,"₹ 2,00,000 - 2,50,000"
Enpointe,Digital Marketing Specialist,Mumbai,,"₹ 3,00,000 - 5,00,000"
BoxUp Luxury Gifting,Business Development Executive,Bangalore,,"₹ 4,00,000"
Scalar Tech Media Private Limited,Junior Photographer,Mumbai,,"₹ 2,00,000 - 3,60,000"
Technoculture Research,Molecular Biologist,Varanasi,,"₹ 3,00,000 - 4,00,000"
Stratify Consultants,International BPO Executive,Thane,,"₹ 3,00,000 - 4,50,000"
Simit Bhagat Studios,Content Writer,Mumbai,,"₹ 3,00,000 - 4,00,000"
Technoculture Research,Cell Culture Specialist,Varanasi,,"₹ 3,00,000 - 5,00,000"
ONE XL INFO LLP,Personal Assistant,Pune,,"₹ 2,40,000 - 3,50,000"
Xboom Utilities Private Limited,Business Development Executive,Bangalore,,"₹ 2,00,000 - 5,00,000"
Gharpayy,Hospitality Associate,Bangalore,,"₹ 3,00,000 - 3,60,000"
Shubham,Corporate Sales Executive,Bhopal,,"₹ 2,00,000"
MULTI METALS INDIA,Administration Executive,Mumbai,,"₹ 2,40,000 - 3,00,000"
Glamanand Entertainment,Marketing Associate,Delhi,,"₹ 4,00,000 - 9,00,000"
A&G Realtors & Solicitors,Corporate Sales Associate,Noida,,"₹ 2,00,000 - 4,00,000"
Stratify Consultants,International BPO Executive,Thane,,"₹ 3,00,000 - 4,50,000"
Gharpayy,Field Sales Associate,Bangalore,,"₹ 2,00,000 - 3,00,000"
Second Medic,Digital Marketing Executive,Navi Mumbai,,"₹ 2,00,000 - 3,00,000"
Infrabees Project Management Consultants Private Limited,Junior Architect,Chennai,,"₹ 2,16,000 - 2,52,000"
Tour Passion,Tour Consultant,Delhi,,"₹ 2,40,000 - 2,50,000"
IDZ Digital Private Limited,Digital Marketing Executive,Thane,,"₹ 2,00,000 - 2,50,000"
Confluencr,Influencer Marketing - Associate,Bangalore,,"₹ 4,00,000 - 4,50,000"
Anannt Training Institute,Junior Admission Counselor,Pune,,"₹ 3,00,000 - 4,00,000"
Marvin Genuine Leather,Business Development Associate,Bangalore,,"₹ 4,50,000 - 5,00,000"
Blue Rose Publishers,Social Media Executive,Noida,,"₹ 2,16,000 - 2,64,000"
Gharpayy,Revenue Enhancement Coordinator,Koramangala,,"₹ 2,40,000 - 3,60,000"
Oswal Apparel,Merchandise Cataloguer,Indore,,"₹ 2,16,000 - 2,30,000"
Bezt Labs,Business Development Consultant,Bangalore,,"₹ 2,00,000 - 2,50,000"
Material Depot,Product Photographer,Bangalore,,"₹ 3,00,000 - 4,00,000"
WaySpire EdTech Private Limited,Business Development Associate,Gurgaon,,"₹ 3,00,000 - 4,00,000"
QANinjas,Human Resources (HR) Associate,Ahmedabad,,"₹ 2,00,000"
MentorBoxx,Interior Designer,Pune,,"₹ 2,50,000 - 3,00,000"
WaySpire EdTech Private Limited,Growth Executive,Gurgaon,,"₹ 3,00,000 - 4,00,000"
Blue Rose Publishers,Customer Acquisition Executive,Kolkata,,"₹ 3,25,000 - 5,00,000"
ChildFund India,STEM Facilitator,Devanahally,,"₹ 3,00,000 - 3,60,000"
Reflex Realty LLP,Human Resources (HR) Executive,Mumbai,,"₹ 2,00,000 - 2,50,000"
Rudralife,Copywriter,Mumbai,,"₹ 5,00,000"
Aditya Vastu Studio,Junior Video Editor,Pune,,"₹ 2,40,000 - 3,00,000"
Gharpayy,Customer Service Executive,Bangalore,,"₹ 2,20,000"
Gharpayy,Junior Operations Associate,Bangalore,,"₹ 2,40,000 - 3,00,000"
CC Electronics Private Limited,Video Editor,Chennai,,"₹ 2,65,000 - 3,20,000"
Pawzz,Associate Videographer,Delhi,,"₹ 3,00,000 - 4,50,000"
International Institute Of NLP Therapy And Research,Marketing And Sales Executive,Mumbai,,"₹ 2,00,000 - 2,20,000"
The TRISKN,Cinematographer,Mumbai,,"₹ 4,00,000 - 6,00,000"
Navy Blue Energy,Business Development Executive,Chennai,,"₹ 2,00,000 - 3,50,000"
DESPERATELY CINEMA PRIVATE LIMITED,Client Acquisition Manager,Chennai,,"₹ 2,00,000 - 4,00,000"
Croda India,HR Operations,Navi Mumbai,,"₹ 2,40,000 - 3,00,000"
Globussoft,Inside Sales Executive,Bangalore,,"₹ 2,50,000 - 3,00,000"
Requin Solutions Private Limited,Human Resources (HR) Executive,Jaipur,,"₹ 2,00,000 - 3,00,000"
Adithya Meditech,National Sales Co-Ordinator - Medical Devices,Chennai,,"₹ 2,40,000 - 6,00,000"
Indika AI Private Limited,Associate-Strategy And Public Policy,Delhi,,"₹ 3,00,000 - 3,60,000"
Zigsaw Consultancy,Design Engineer,Bhilwara,,"₹ 2,00,000 - 3,50,000"
Gharpayy,Customer Acquisition Specialist,Koramangala,,"₹ 2,40,000 - 3,60,000"
Bhanzu (Formerly Exploring Infinities),Inside Sales Associate,Bangalore,,"₹ 3,00,000 - 3,50,000"
Gharpayy,Rental Sales Specialist,Koramangala,,"₹ 2,40,000 - 3,60,000"
Hiring Squad,Supply Chain/Warehouse Associate,Bangalore,,"₹ 2,40,000 - 2,64,000"
Gharpayy,Growth Executive (sales),Bangalore,,"₹ 3,60,000"
Digital Factorys,In Design Associate,Pimpri-Chinchwad,,"₹ 3,00,000"
The TRISKN,Digital Marketing Manager,Mumbai,,"₹ 4,00,000 - 7,00,000"
Home Canvas,Sales And Marketing Executive,Bangalore,,"₹ 3,00,000 - 3,60,000"
VIP Matrimonial Services Pvt. Ltd.,Corporate Sales Manager,Delhi,,"₹ 3,00,000 - 5,00,000"
Gharpayy,Accommodation Ambassador,Koramangala,,"₹ 2,40,000 - 3,60,000"
Vendiman Private Limited,Branding & Client Engagement Executive,Mumbai,,"₹ 2,00,000 - 4,00,000"
Akaaro,Business Development Executive,Gurgaon,,"₹ 3,00,000 - 5,00,000"
CATKing Educare,Video Editor,Mumbai,,"₹ 2,50,000 - 3,00,000"
Hiring Squad,Social Media Marketing Executive,Mira Bhayandar,,"₹ 2,00,000 - 2,20,000"
Pentableu,Junior Social Media Marketing Executive,Mumbai,,"₹ 2,00,000 - 2,50,000"
JSR Amenities Private Limited,Mechanical Engineer,Delhi,,"₹ 2,00,000 - 2,60,000"
Mangostine Technologies Private Limited,Junior Motion Graphics Specialist,Noida,,"₹ 2,00,000 - 9,00,000"
Aarogya Dhara,Receptionist And Office Coordinator,Panchkula,,"₹ 2,00,000"
Saroj Education Group,Business Development Executive (Field Executive),Aligarh,,"₹ 2,00,000 - 2,50,000"
Indu Shekhar Tripathi,Junior Architect,Noida,,"₹ 3,00,000 - 4,20,000"
Mazus Ventures,Video Editor,Delhi,,"₹ 2,00,000 - 2,40,000"
Home Canvas,Operations Executive,Bangalore,,"₹ 3,00,000 - 3,60,000"
The Skillians,Business Development Associate,Gurgaon,,"₹ 2,50,000 - 3,00,000"
Hirexcel Corporation,Accountant,Mumbai,,"₹ 2,00,000 - 2,40,000"
Degreefyd,Academic Counselor,Gurgaon,,"₹ 2,00,000 - 3,00,000"
Credvest India Private Limited,Project Manger-Sales,Bangalore,,"₹ 4,00,000 - 5,00,000"
Globussoft,Content Writer,Bangalore,,"₹ 2,40,000 - 2,64,000"
InstaAstro,Customer Relationship Executive,Noida,,"₹ 2,00,000 - 3,00,000"
Impulse Travel Gears Limited,Business Development Manager,Gurgaon,,"₹ 2,00,000"
Dhyan Chess Academy,Chess Coach,Ahmedabad,,"₹ 2,00,000 - 3,00,000"
Ace 360,Business Development Executive,Mumbai,,"₹ 2,00,000 - 5,00,000"
Ayurveda House Private Limited,Social Media Manager,Delhi,,"₹ 2,00,000 - 3,00,000"
Fyule,Teacher (Video Lab Faculty),Vadodara,,"₹ 2,40,000 - 3,60,000"
Gharpayy,Booking Sales Specialist,Koramangala,,"₹ 2,40,000 - 3,60,000"
Pentableu,Junior Copywriter,Mumbai,,"₹ 2,00,000 - 2,30,000"
Impetus Infosolutions,Sales Executive,Pune,,"₹ 2,40,000 - 2,50,000"
Brandzzy SoftTech Private Limited,Content Writer,Bhubaneswar,,"₹ 2,00,000"
Inorbvict Healthcare India Private Limited,Human Resources (HR) Executive,Pune,,"₹ 2,00,000 - 3,00,000"
Saroj Education Group,Pharmacy Director,Lucknow,,"₹ 9,60,000 - 10,80,000"
Tring,Business Development Executive,Mumbai,,"₹ 2,50,000 - 4,00,000"
Wehire Talent Solutions,Customer Service Associate,Mumbai,,"₹ 2,00,000 - 4,00,000"
Born High Digital,Junior Social Media Marketing Executive,Gurgaon,,"₹ 3,00,000 - 4,00,000"
Cultfit Healthcare Private Limited,Center Sales Manager,Delhi,,"₹ 2,40,000 - 3,00,000"
ADELPHIX GLOBAL LTD,Telecaller,Delhi,,"₹ 2,00,000"
Evokast Digital Ventures,Video Editor,Gurgaon,,"₹ 2,00,000 - 4,00,000"
Diversified Network And Infra Solutions Private Limited,Network Engineer,Manesar,,"₹ 2,50,000 - 3,50,000"
AppVersal,Corporate Sales Executive,Noida,,"₹ 2,00,000 - 5,00,000"
Adisri Publications Private Limited,Field Sales Executive,Delhi,,"₹ 2,00,000 - 2,50,000"
Aliment Solutions,Customer Service Executive,Chennai,,"₹ 2,00,000 - 2,40,000"
E-Physioneeds OPC Private Limited,Client Success Associate,Delhi,,"₹ 2,40,000 - 3,00,000"
Bright Rise,Content Writer,Gurgaon,,"₹ 3,00,000 - 5,00,000"
The TRISKN,Graphic Designer,Mumbai,,"₹ 3,00,000 - 6,00,000"
Mentoria,Business Development Executive,Mumbai,,"₹ 2,40,000 - 3,00,000"
Stratify Consultants,Behavioural Therapist-1,Ulhasnagar,,"₹ 2,00,000 - 2,40,000"
Stratify Consultants,Behavioural Therapist-1,Kalyan,,"₹ 2,00,000 - 2,50,000"
Gharpayy,Chief Of Staff,Bangalore,,"₹ 2,40,000 - 4,00,000"
Wowel,Operations Manager,Mumbai,,"₹ 3,00,000 - 3,60,000"
CATKing Educare,Executive Assistant,Mumbai,,"₹ 2,40,000 - 2,60,000"
TKG Ventures,Corporate Sales Specialist,Gurgaon,,"₹ 2,50,000 - 3,50,000"
BRIDGEMARK CORPORATE SERVICE,Accountant,Bangalore,,"₹ 2,00,000 - 3,50,000"
Next Labs,Associate Content Writer,Mumbai,,"₹ 3,00,000 - 3,60,000"
Keekoo Hospitality Private Limited,Social Media Strategist & Influencer Marketing Specialist,Nashik,,"₹ 2,50,000"
Leifii.Co,Senior Graphic Designer,Pune,,"₹ 2,00,000 - 7,00,000"
Stratify Consultants,Behavioural Therapist-1,Dombivli,,"₹ 2,00,000 - 2,30,000"
Pereyan LLP,Content Writer,Bangalore,,"₹ 2,00,000 - 3,50,000"
CONFECT,Content & E-commerce Management Manager,Delhi,,"₹ 2,20,000 - 3,00,000"
Zigsaw Consultancy,Primary & Pre-Primary Teacher,Sojat,,"₹ 5,00,000"
Stratify Consultants,Psychologist,Thane,,"₹ 2,00,000 - 3,00,000"
NMG Technologies,Digital Marketing Executive,Delhi,,"₹ 2,50,000 - 4,50,000"
Eskay,Junior Lead Generation Executive,Thane,,"₹ 2,00,000 - 2,25,000"
Stratify Consultants,Junior Psychologist,Thane,,"₹ 2,00,000 - 2,50,000"
Vinayak Group,Corporate Sales Executive,Jaipur,,"₹ 2,00,000 - 5,00,000"
STAR VACAYS,Marketing Executive,Manali,,"₹ 3,00,000 - 3,40,000"
Inorbvict Healthcare India Private Limited,International Sales Executive,Pune,,"₹ 3,00,000 - 3,50,000"
M.K. Earthmovers,Digital Marketing Associate,Delhi,,"₹ 2,00,000 - 2,20,000"
Pune Medical Coding Training Institute,Business Development Associate - B2B,Pune,,"₹ 2,00,000"
SANSHI GLOBAL,Field Sales Executive,Pune,,"₹ 2,00,000"
Hiring Squad,Customer Service Executive,Mumbai,,"₹ 2,00,000 - 4,00,000"
Optus Housing,Senior Marketing Manager,Gurgaon,,"₹ 5,00,000"
CATKing Educare,Customer Success Associate,Mumbai,,"₹ 2,40,000 - 3,60,000"
Mangostine Technologies Private Limited,Video Editor,Noida,,"₹ 2,00,000 - 7,00,000"
Qrata,Talent Acquisition Associate,Mumbai,,"₹ 2,00,000 - 6,00,000"
Saroj Education Group,Business Development Executive (Mumbai),Mumbai,,"₹ 2,40,000 - 3,80,000"
